id,title,authors,abstract,keywords,url,download_url,handle,suggested_citation,page_number
,Impure Impact Giving: Theory and Evidence,"Daniel M. Hungerman, Mark Ottoni-Wilhelm","The paper presents a new model of charitable giving where individuals regard out-of-pocket donations and the matches they induce as different. The paper shows that match-price elasticities combine conventional price effects with the strength of warm-glow, so that match-price elasticity alone is insufficient to characterize preferences for giving. Match- and rebate-price elasticities will typically be different, but together they lead to tests of underlying giving preferences. It estimates, for the first time, a match-price elasticity together with a real-world tax-based rebate elasticity in a non-laboratory high-stakes setting. The estimates reject extant models of giving, but are consistent with the new theory.","eSS, impure impact giving, model of charitable giving, out-of-pocket donations, match-price elasticities, price effect, warm-glow, ebate-price elasticities, tax, non-laboratory, new theory., All these keywords",https://ideas.repec.org/p/ess/wpaper/id12906.html,http://www.esocialsciences.org/Download/repecDownload.aspx?fname=A20189113109_29.pdf&fcategory=Articles&AId=12906&fref=repec,RePEc:ess:wpaper:id:12906,"Daniel M. Hungerman & Mark Ottoni-Wilhelm, 2018. ""Impure Impact Giving: Theory and Evidence,"" Working Papers id:12906, eSocialSciences.",1
,Obstacles and Enablers of Internationalization of Philippine SMEs Through Participation in Global Value Chains,"Jamil Paolo Francisco, Tristan Canare, Jean Rebecca Labios","This paper attempts to determine the challenges and enablers of connecting small and medium businesses to global value chains. It uses data from a survey of SMEs in Metro Manila and a set of key informant interviews of SME owners and of officials of government agencies tasked to assist SMEs. Findings show that Philippine SMEs are weakly linked to GVCs. The challenges and enablers can be grouped into five themes: 1) competition in ASEAN and East Asia; 2) international standards, regulatory requirements, and local institutions; 3) role of the government; 4) international market demand and inputs supply; and 5) entrepreneurial mindset. Based on the results, some policy implications were formulated.","eSS, small and medium enterprises, global value chains, internationalization, exports, entrepreneurial mindset, local institutions, international standards, global value chain., All these keywords",https://ideas.repec.org/p/ess/wpaper/id12905.html,http://www.esocialsciences.org/Download/repecDownload.aspx?fname=A2018830155445_29.pdf&fcategory=Articles&AId=12905&fref=repec,RePEc:ess:wpaper:id:12905,"Jamil Paolo Francisco & Tristan Canare & Jean Rebecca Labios, 2018. ""Obstacles and Enablers of Internationalization of Philippine SMEs Through Participation in Global Value Chains,"" Working Papers id:12905, eSocialSciences.",1
,Crafting Policies and programs for Women in the Agriculture Sector,Connie Bayudan-Dacuycuy,This Policy Note revisits the country's efforts to achieve gender equality focusing on the rural and agriculture sector. It likewise recommends measures to enrich the policy narratives on women in the context of rural and agricultural livelihoods.,"eSS, agriculture, nutrition, gender equality, agriculture sector, policy narratives, rural, agricultural livelihoods., All these keywords",https://ideas.repec.org/p/ess/wpaper/id12904.html,http://www.esocialsciences.org/Download/repecDownload.aspx?fname=A2018830154936_29.pdf&fcategory=Articles&AId=12904&fref=repec,RePEc:ess:wpaper:id:12904,"Connie Bayudan-Dacuycuy, 2018. ""Crafting Policies and programs for Women in the Agriculture Sector,"" Working Papers id:12904, eSocialSciences.",1
,E-Education in the Philippines: The Case of Technical Education and Skills Development Authority (TESDA) Online Program (TOP),"Madeline Dumaua-Cabautan, Sylwyn C. Calizo, Francis Mark A. Quimba, Lachmi C. Pacio","Education and training for productive employment play a crucial role in the social and economic plans of a developing country like the Philippines. Technical and vocational education and training (TVET) in the country has been viewed as a tool to help equip the people with the necessary skills for employment. In effect, this increases their income potential, and eventually, remove them from poverty. To reach more people, more so, those in the remotest places, TESDA introduced information, communications, and technology (ICT) into TVET and launched the TESDA Online Program (TOP) in 2012. TOP is the first Philippine institution to offer massive open online courses. Current TESDA statistics estimate that more than a million Filipinos were able to access and utilize the TOP. This study assesses how ICT has enabled the Filipinos to have access and use online technical education offered free by e-TESDA program. It also acknowledges the unlimited opportunities offered by TOP through its courses and the potential number of users/beneficiaries. The vision of a globally competent Filipino workforce with advanced skills can be realized with the encouraging results of the TOP accreditation and certification. Read more about the recommendations on how to improve the current TOP in this study.","eSS, Philippines, digital economy, TVET, e-education, e-learning, technical and vocational education and training, Technical Education and Skills Development Authority, information and communication technology, digital literacy, All these keywords",https://ideas.repec.org/p/ess/wpaper/id12903.html,http://www.esocialsciences.org/Download/repecDownload.aspx?fname=A2018830154431_29.pdf&fcategory=Articles&AId=12903&fref=repec,RePEc:ess:wpaper:id:12903,"Madeline Dumaua-Cabautan & Sylwyn C. Calizo & Francis Mark A. Quimba & Lachmi C. Pacio, 2018. ""E-Education in the Philippines: The Case of Technical Education and Skills Development Authority (TESDA) Online Program (TOP),"" Working Papers id:12903, eSocialSciences.",1
,Preparing the Philippines for the Fourth Industrial Revolution: A Scoping Study,"Elmer P. Dadios, Alvin B. Culaba, Jose Ramon G. Albert, Vicente B. Paqueo, Aniceto C. Orbeta, Jr., Ramonette B. Serafica, Argel A. Bandala, Jose Carlos Alexis C. Bairan","Technological breakthroughs and the interplay of a number of fields, including advanced robotics, artificial intelligence (AI), nanotechnology, neurotech, data analytics, blockchain, cloud technology, biotechnology, Internet of Things (IOT), and 3D printing, have ushered in the Fourth Industrial Revolution (FIRe). These various FIRe technologies are already being adopted by Philippine industries, although in varying degrees of diffusion. The extent to which all the potential benefits will be realized from these technologies depends on the country's ability to overcome its capacity to aptly adapt to the global disruptions that are expected to come along with the FIRe.","Fourth Industrial Revolution, Industry 4.0, innovation, R&D, technology, digital, ICT, robotics, artificial intelligence, advanced robotics, artificial intelligence (AI), nanotechnology, neurotech, data analytics, blockchain, cloud technology, biotechnology, Internet of Things (IOT), 3D printing., All these keywords",https://ideas.repec.org/p/ess/wpaper/id12901.html,http://www.esocialsciences.org/Download/repecDownload.aspx?fname=A2018829145945_29.pdf&fcategory=Articles&AId=12901&fref=repec,RePEc:ess:wpaper:id:12901,"Elmer P. Dadios & Alvin B. Culaba & Jose Ramon G. Albert & Vicente B. Paqueo & Aniceto C. Orbeta, Jr. & Ramonette B. Serafica & Argel A. Bandala & Jose Carlos Alexis C. Bairan, 2018. ""Preparing the Philippines for the Fourth Industrial Revolution: A Scoping Study,"" Working Papers id:12901, eSocialSciences.",1
,The People's Republic of China's Long-Run Growth through the Lens of the Export-Led Growth Model,"Jesus Felipe, Matteo Lanzafame","The People's Republic of China's (PRC) remarkable growth performance over the last 3 decades has been associated to very robust export growth, so much so that many refer to it as a clear example of export-led growth (ELG). Using the concept of the balance-of-payments equilibrium (BOPE) growth rate, which provides a framework to test the ELG hypothesis, we show that the PRC's actual long-run growth is well approximated by its BOPE growth rate. This growth rate is given by the ratio of the growth rate of exports to the income elasticity of imports. It estimates the latter using the Kalman filter, which allows us to obtain a time-varying estimate of the PRC's BOPE growth rate. It also finds that the average value of the PRC's BOPE growth rate during 1981-2016 was 11%, but it varied significantly over time and declined notably after 2007. Today, it is estimated at a much lower 5.9%. Then it discusses the determinants of the PRC's BOPE growth rate and of the income elasticity of imports, with the help of the Bayesian model averaging technique. The analysis highlights the role of the composition of aggregate demand as the main driving force, both for its direct effects on the income elasticity of imports, and for the indirect effects on export growth via capital accumulation, in particular fixed asset investment. Our analysis has important implications to understand the PRC's transition to a ""New Normal"" of a lower growth rate.","eSS, balance-of-payments equilibrium growth rate, Bayesian model averaging, export-led growth, Kalman filter, People's Republic of China (PRC), balance-of-payments equilibrium (BOPE), export-led growth (ELG), income elasticity, PRC's BOPE growth rate., All these keywords",https://ideas.repec.org/p/ess/wpaper/id12900.html,http://www.esocialsciences.org/Download/repecDownload.aspx?fname=A2018829143818_29.pdf&fcategory=Articles&AId=12900&fref=repec,RePEc:ess:wpaper:id:12900,"Jesus Felipe & Matteo Lanzafame, 2018. ""The People's Republic of China's Long-Run Growth through the Lens of the Export-Led Growth Model,"" Working Papers id:12900, eSocialSciences.",1
,Assessing the Effects of Simple and Complex Innovation Strategies on the Performance of Firms in the Philippines,"Connie Bayudan-Dacuycuy, Lora Kryz C. Baje","Innovation is the synergistic use of resources, technology, capital, and information to achieve growth at different levels of the economy. Many studies abroad have already supported the hypothesis that innovation leads to a good firm performance and long-term economic growth. In the Philippines, some studies already analyze the effects of simple innovations on firm performance. However, emerging literature shows that complex innovation strategies have bigger impacts than simple ones. In line with this strand of research, this paper analyzes the effects of simple and complex innovations on labor productivity and employment growth. Results show that there is no single best innovation strategy that a firm must undertake. However, if firms are constrained by their budget, a simple innovation will help in improving labor productivity and to some extent, employment growth. Firms that do not face cost issues can benefit more from adopting a complex innovation strategy. In addition, several specific types of complex innovation strategies can be adapted depending on whether the firm aims to increase its employment or to boost its labor productivity.","labor productivity, employment growth, simple innovation, complex innovation, resources, technology, capital, information, economy, economic growth, firm performance, employment growth, cost, complex innovation strategy., All these keywords",https://ideas.repec.org/p/ess/wpaper/id12899.html,http://www.esocialsciences.org/Download/repecDownload.aspx?fname=A2018827145458_29.pdf&fcategory=Articles&AId=12899&fref=repec,RePEc:ess:wpaper:id:12899,"Connie Bayudan-Dacuycuy & Lora Kryz C. Baje, 2018. ""Assessing the Effects of Simple and Complex Innovation Strategies on the Performance of Firms in the Philippines,"" Working Papers id:12899, eSocialSciences.",1
,Vulnerability to Poverty in the Philippines: An Examination of Trends from 2003 to 2015,"Jose Ramon G. Albert, Jana Flor V. Vizmanos","The reduction of poverty is at the heart of the development agenda both nationally and globally. This is reflected in the Philippine Development Plan, and the worldwide commitment toward the Sustainable Development Goals. While the measurement of poverty is ex post and thus public interventions are directed at helping those who have been identified as poor, the government must broaden the scope of assessments and take account of the dynamics in poverty in public policy. A critical dimension to poverty dynamics is vulnerability which conceptually pertains to the risk to future poverty. Some of the poor are likely to be poor in the future; some non-poor may also become poor if idiosyncratic and covariate risks to future poverty are not addressed. Thus, risk resilience management strategies are critical. This study continued previous work that involves estimating the vulnerability level of households to income poverty using a modified probit model based on income and other poverty correlates data sourced from the Family Income and Expenditure Survey, as well as the country's official poverty lines. Past model specifications are improved on by including data on price and climate shocks to welfare, as well as generating the assessment for urban areas alone and for rural areas alone before combining the cross-section results, rather than using a common specification nationally as was done previously. The vulnerability assessment in this study provide inputs to forward-looking interventions that build the resilience of households for preventing or reducing the likelihood of future poverty. The study makes a case for the need to make use of both poverty and vulnerability estimates in programs, and come up with differentiated actions for those highly vulnerable and relatively vulnerable.","eSS, vulnerability, poverty, highly vulnerable, relatively vulnerable, risk, resilience, development agenda, Philippine Development Plan, Sustainable Development Goals, measurement of poverty, public interventions, poor, public policy, poverty dynamics, idiosyncratic and covariate risks, risk resilience management strategies., All these keywords",https://ideas.repec.org/p/ess/wpaper/id12898.html,http://www.esocialsciences.org/Download/repecDownload.aspx?fname=A2018827144847_29.pdf&fcategory=Articles&AId=12898&fref=repec,RePEc:ess:wpaper:id:12898,"Jose Ramon G. Albert & Jana Flor V. Vizmanos, 2018. ""Vulnerability to Poverty in the Philippines: An Examination of Trends from 2003 to 2015,"" Working Papers id:12898, eSocialSciences.",1
,Green Energy Finance in India: Challenges and Solutions,Gopal K. Sarangi,"The paper presents a granular understanding of the associated challenges of mobilizing such finances, drawing from the Indian perspective. It contributes to the present understanding by identifying the emerging pathways of financing renewables and the inherent challenges. The findings are quite revealing. Financing of renewable energy in India continues to face multiple conundrums, largely entrenched with the nature of current financial market in India in general, such as short tenure of loans, high capital costs, and lack of adequate debt financing etc., as well as with the sector specific issues of the renewable energy sector. The success of introducing innovative financing mechanisms and instruments requires necessary conditions to prevail.","Ess, green energy, finance, financing renewables, Financing of renewable energy, financial market, short tenure of loans, high capital costs, debt financing, renewable energy sector., All these keywords",https://ideas.repec.org/p/ess/wpaper/id12897.html,http://www.esocialsciences.org/Download/repecDownload.aspx?fname=A201882415294_29.pdf&fcategory=Articles&AId=12897&fref=repec,RePEc:ess:wpaper:id:12897,"Gopal K. Sarangi, 2018. ""Green Energy Finance in India: Challenges and Solutions,"" Working Papers id:12897, eSocialSciences.",1
,An Empirical Analysis of the Factors that Influence Infrastructure Project Financing by Banks in Select Asian Economies,Vivek Rao,"This paper analyzes a critical aspect of expanding private finance to infrastructure by examining the role of bank lending to public-private partnership (PPP) projects through the project finance modality. The key empirical results suggest that project financing by banks to infrastructure PPP projects is still in its infancy in several Asian markets, and banks are guided more by macroeconomic factors and by the strength of their balance sheets. The key policy implications to unlock bank finance for infrastructure PPP projects lie in reducing macroeconomic risk factors and having well-capitalized banks. The latter assumes significance, given the higher capital requirements that banks are expected to fulfill, following the adoption of Basel III capital standards.","eSS, project finance, bank lending, infrastructure, public-private partnership, public-private partnership (PPP) projects, project finance modality, financing by banks, Asian markets, macroeconomic factors, balance sheets, bank finance, risk factors, well-capitalized banks, capital standard., All these keywords",https://ideas.repec.org/p/ess/wpaper/id12896.html,http://www.esocialsciences.org/Download/repecDownload.aspx?fname=A201882415150_29.pdf&fcategory=Articles&AId=12896&fref=repec,RePEc:ess:wpaper:id:12896,"Vivek Rao, 2018. ""An Empirical Analysis of the Factors that Influence Infrastructure Project Financing by Banks in Select Asian Economies,"" Working Papers id:12896, eSocialSciences.",1
,Investing in Health Security for Sustainable Development in Asia and the Pacific: Managing Health Threats Through Regional and Intersectoral Cooperation,"Megan Counahan, Sonalini Khetrapal, Jane Parry, Gerard Servais, Susann Roth","Asia is a hot spot for emerging and reemerging infectious diseases, including those with pandemic potential. At the same time, the region is grappling with growing antimicrobial resistance and the health impacts of climate change and frequent natural disasters, all of which pose a threat to regional health security. The reasons for high health security risk in Asia are complex""”rapid economic growth, increased trade, urbanization, mobile populations, and weak health systems all play a role. Health security is a regional public good, and as such regional cooperation is essential to protect it. The International Health Regulations (IHR), as well as various regional frameworks, are in place to support countries to improve health security and address threats""”196 countries have committed to the IHR. However, competing priorities for national budgets make implementation difficult and can lead to limited health system investment required to protect health security. Strategically, investments in health systems as well as investments beyond the health sector are needed. The Asian Development Bank (ADB) has a long history of investing in public goods and health security and is in a unique position to support countries in these efforts. ADB can convene stakeholders, build on its existing health sector portfolio, and structure long-term financing for health.","eSS, health security, communicable diseases, climate change, natural disaster, population mobility, trade, health systems, Antimicrobial Resistance, International Health Regulations, one health, global health security agenda, public goods, regional health security, universal health coverage., All these keywords",https://ideas.repec.org/p/ess/wpaper/id12895.html,http://www.esocialsciences.org/Download/repecDownload.aspx?fname=A201882415954_29.pdf&fcategory=Articles&AId=12895&fref=repec,RePEc:ess:wpaper:id:12895,"Megan Counahan & Sonalini Khetrapal & Jane Parry & Gerard Servais & Susann Roth, 2018. ""Investing in Health Security for Sustainable Development in Asia and the Pacific: Managing Health Threats Through Regional and Intersectoral Cooperation,"" Working Papers id:12895, eSocialSciences.",1
,Evaluating India's Exchange Rate Regime Under Global Shocks,Ashima Goyal,"The paper assesses the performance of India's managed float with respect to maintaining a real competitive exchange rate, its effect on trade, on stability of currency and financial markets, and on inflation. It also derives the current range that balances these three effects.","eSS, India, exchange rate regime, trade, stability, capital flows, inflation, competitive exchange rate, stability, currency, financial market., All these keywords",https://ideas.repec.org/p/ess/wpaper/id12894.html,http://www.esocialsciences.org/Download/repecDownload.aspx?fname=A2018824145721_29.pdf&fcategory=Articles&AId=12894&fref=repec,RePEc:ess:wpaper:id:12894,"Ashima Goyal, 2018. ""Evaluating India's Exchange Rate Regime Under Global Shocks,"" Working Papers id:12894, eSocialSciences.",1
,The Impact of Nationally Determined Contributions on the Energy Sector: Implications for ADB and Its Developing Member Countries,"Yongping Zhai, Lingshui Mo, Madeleine Rawlins","This report assesses the impact of NDCs on the energy sectors of ADB's DMCs in terms of projected changes to the power mix, anticipated investment in energy technologies, as well the resulting emissions and emissions intensity of the power sector. The Paris Agreement sets long-term goals to limit temperature rise to below 2 degrees centigrade (o C) and to pursue efforts to limit the temperature increase to 1.5o C. The core building blocks of the Paris Agreement are the nationally determined contributions (NDCs). NDCs contain a wide range of emissions targets, expressed in different forms and against different years, accompanied by targets in the form of renewable energy, nonfossil fuel energy, energy intensity, regulatory policies, and so on.","eSS, carbon dioxide, Nationally Determined Contributions, energy sector, investment, energy technology, missions intensity, power sector, Paris Agreement, power grids, Carbon Energy Technology, All these keywords",https://ideas.repec.org/p/ess/wpaper/id12893.html,http://www.esocialsciences.org/Download/repecDownload.aspx?fname=A2018816144251_29.pdf&fcategory=Articles&AId=12893&fref=repec,RePEc:ess:wpaper:id:12893,"Yongping Zhai & Lingshui Mo & Madeleine Rawlins, 2018. ""The Impact of Nationally Determined Contributions on the Energy Sector: Implications for ADB and Its Developing Member Countries,"" Working Papers id:12893, eSocialSciences.",1
,Public-Private Partnership Development in Southeast Asia,Fauziah Zen,"Infrastructure development in Southeast Asia has been financed mainly by public funds, which leave wide gaps in majority of countries. Governments have tried to attract the private sector by offering various schemes under public-private partnership (PPP). Typically, PPP contributes less than 1% of gross domestic product, while public finance greatly varies from about 2% to 10% of a country's gross domestic product. Among major factors supporting PPP implementation, the following features are critical: coherent policy, public sector capacity to manage PPP appropriately, public sector willingness to have mutual relation with private partners, and leadership. Private participation is still continuously growing; and its implementation is not limited to hard infrastructure only, but also to social infrastructure.","eSS, infrastructure development, private sector participation, public-private partnership, social infrastructures, Southeast Asia, public funds, private sector, public-private partnership (PPP), public finance, PPP implementation, public sector, private partners, leadership, private participation, social infrastructure, All these keywords",https://ideas.repec.org/p/ess/wpaper/id12892.html,http://www.esocialsciences.org/Download/repecDownload.aspx?fname=A2018816142112_29.pdf&fcategory=Articles&AId=12892&fref=repec,RePEc:ess:wpaper:id:12892,"Fauziah Zen, 2018. ""Public-Private Partnership Development in Southeast Asia,"" Working Papers id:12892, eSocialSciences.",1
,Financial Barriers to Development of Renewable and Green Energy Projects in Asia,Hooman Peimani,"The expansion of green renewable energy has been very limited in all the Asian countries, despite their various differences. The contributing factors are numerous, but, the financial factor has been the single major factor determining whether or not a country opts for such energy. This is notwithstanding awareness about the unsustainability of fossil energy dominated energy mixes, both for environmental and economic reasons. The main culprit is Asia's bank-dominated financial system with its underdeveloped capital market, which leaves Asian banks as the major source of funding for green renewable energy projects. Considering these projects as very risky with low rate of return on their invested capital, their reluctance to finance them has been the major barrier to the expansion of green renewable energy in Asia. Addressing the financing challenge is both possible and necessary to remove the barrier to green energy expansion in Asia.","eSS, renewable energy financing, sustainable development, sustainable energy, green renewable energy, Asian countries, financial factors, energy, environmental reasons, economic reasons, awareness, the unsustainability, financial system, capital market, capital, low rate of returns, green energy, All these keywords",https://ideas.repec.org/p/ess/wpaper/id12891.html,http://www.esocialsciences.org/Download/repecDownload.aspx?fname=A201881614512_29.pdf&fcategory=Articles&AId=12891&fref=repec,RePEc:ess:wpaper:id:12891,"Hooman Peimani, 2018. ""Financial Barriers to Development of Renewable and Green Energy Projects in Asia,"" Working Papers id:12891, eSocialSciences.",1
,Managing Credit Risk and Improving Access to Finance in Green Energy Projects,Purkayastha Dhruba,"The cost of finance has a relatively high impact on the returns and viability of clean energy projects compared with fossil fuel-based energy projects, because the operating costs for renewable energy projects are very low. Credit risk assessment and ratings, which have usually been an inappropriate measure of credit risk for clean energy finance, have a significant influence on the cost of finance. Factors like inadequate credit information, a lack of historical data at the project level, and the higher risk of technological obsolescence lead to credit market failure in clean energy finance, leading to mispricing of risk and poor capital allocation to clean energy infrastructure in the economy. Access to institutional finance is more constrained in the distributed renewable energy sector, as the transaction costs are high, consumer credit risk is high or unknown, and a variety of other challenges exist. It is important to ease these constraints, through appropriate policy and financing interventions to crowd in domestic banks, by improving the quality of credit information, both technical and commercial, creating suitable financial intermediaries, and providing risk mitigation solutions","eSS, corporate finance, financial risk, financing, ratings and rating agencies, renewable energy, finance, clean energy project, fuel-based energy projects, operating costs, Credit risk assessment, clean energy finance, credit information, historical data, technological obsolescence, renewable energy sector., All these keywords",https://ideas.repec.org/p/ess/wpaper/id12890.html,http://www.esocialsciences.org/Download/repecDownload.aspx?fname=A2018813142730_29.pdf&fcategory=Articles&AId=12890&fref=repec,RePEc:ess:wpaper:id:12890,"Purkayastha Dhruba, 2018. ""Managing Credit Risk and Improving Access to Finance in Green Energy Projects,"" Working Papers id:12890, eSocialSciences.",1
,Financing Solar Photovoltaic Transition: From Utility to Residential Market Adoption in Emerging Economies,"Ranaporn Tantiwechwuttikul, Masaru Yarime","This paper examines the advantages and disadvantages of different financial schemes for introducing PV facilities in terms of the suitability of funding vehicles and investment mechanisms. Given the policy expense curtailment, owing to the gradual PV competitiveness, the analysis particularly focuses on the emerging market for PV installations for self-consumption. As the main obstacle is the high upfront cost of PV systems, it examines the new financial models in which customers buy the service rather than PV system per se. It considers what conditions would be necessary to facilitate the third-party ownership models and alternative financing schemes. Finally, this paper discusses what policy measures and instruments can be deployed to foster further PV adoption in the context of emerging economies. This study also provides implications for corporate strategy and financial institutions.","PV investment models, PV price competitiveness, distributed PV system, solar-as-service, solar third-party ownership, PV facilities, investment mechanisms, self- consumption, financial models, financing schemes, corporate strategy, financial institutions., All these keywords",https://ideas.repec.org/p/ess/wpaper/id12889.html,http://www.esocialsciences.org/Download/repecDownload.aspx?fname=A2018813142043_29.pdf&fcategory=Articles&AId=12889&fref=repec,RePEc:ess:wpaper:id:12889,"Ranaporn Tantiwechwuttikul & Masaru Yarime, 2018. ""Financing Solar Photovoltaic Transition: From Utility to Residential Market Adoption in Emerging Economies,"" Working Papers id:12889, eSocialSciences.",1
,Deriving Macroeconomic Benefits from Public-Private Partnerships in Developing Asia,"Minsoo Lee, Xuehui Han, Raymond Gaspar, Emmanuel Alano","This paper develops a framework identifying channels through which economic gains can be derived from PPP arrangement. The framework helps derive an empirically tractable specification that examines how PPPs affect the aggregate economy. Empirical results suggest that increasing the ratio of PPP investment to GDP improves access to and quality of infrastructure services, and economic growth will potentially be higher. But this optimism is conditional, especially on the region's efforts to further upgrade its technical and institutional capacity to handle complex PPP contracts.","eSS, developing Asia, economic growth, infrastructure, poverty reduction, public-private partnership (PPP), economic gains, economy, investment, GDP, infrastructure services, economic growth, technical capacity, institutional capacity, PPP contracts., All these keywords",https://ideas.repec.org/p/ess/wpaper/id12888.html,http://www.esocialsciences.org/Download/repecDownload.aspx?fname=A2018811195424_29.pdf&fcategory=Articles&AId=12888&fref=repec,RePEc:ess:wpaper:id:12888,"Minsoo Lee & Xuehui Han & Raymond Gaspar & Emmanuel Alano, 2018. ""Deriving Macroeconomic Benefits from Public-Private Partnerships in Developing Asia,"" Working Papers id:12888, eSocialSciences.",1
,Determinants of Public-Private Partnerships in Infrastructure in Asia: Implications for Capital Market Development,"Suk Hyun, Donghyun Park, Shu Tian","This study attempts to understand the role of greater access to finance, i.e., stocks, bonds, and bank loans, in public-private partnership (PPP) investment in developing countries. Most developing countries still depend heavily on fiscal financing for infrastructure projects. The empirical results reconfirm the fact that banks remain the major source of finance for infrastructure projects. The domestic bond market should be further developed to have depth and liquidity enough to provide longterm funding for private sector investors. Interestingly, it finds a negative impact of bond market development on PPP investment. A possible interpretation is that financing through government bonds, which dominates bond markets in developing countries, discourages private sector participation by reducing financing access to the corporate bond market. The evidence underlines the importance of a well-functioning corporate bond market in developing countries, which can offer long-term financing to private sector participation in infrastructure investments.","eSS, bond market development, government bond, public-private partnership, stocks, bonds, bank loans, public-private partnership (PPP), investments, fiscal financing, infrastructure projects., All these keywords",https://ideas.repec.org/p/ess/wpaper/id12887.html,http://www.esocialsciences.org/Download/repecDownload.aspx?fname=A2018810172934_29.pdf&fcategory=Articles&AId=12887&fref=repec,RePEc:ess:wpaper:id:12887,"Suk Hyun & Donghyun Park & Shu Tian, 2018. ""Determinants of Public-Private Partnerships in Infrastructure in Asia: Implications for Capital Market Development,"" Working Papers id:12887, eSocialSciences.",1
,Credit Risk Reduction Effect on Small and Medium- Sized Enterprise Finance Through the Use of Bank Account Information,"Naoko Nemoto, Naoyuki Yoshino, Yutaka Okubo, Daimei Inaba, Kentaro Yanagisawa","This paper verifies the impact of bank account information, such as information on deposits and withdrawals, that is not necessarily fully accounted for in conventional internal ratings and that can affect the accuracy of the default predictions of small and medium-sized enterprises (SMEs). The analysis demonstrates that the accuracy of default predictions improves when a model based on bank account information is used in addition to the default prediction model based on traditional financial information. The analysis also shows that the degree of improvement increases when the size of the company is small. For small companies, the quality of financial data is generally assumed to be low, but the bank account information model can complement the incomplete data. In addition, for small firms, the bank account information model shows better default prediction capability compared to the financial model, which implies the possibility that banks could extend loans even if only the bank account information is available. The correlation coefficients of the financial model and the bank account model are higher than 50% but not very high, suggesting that these models evaluate borrowers from different perspectives.","eSS, small and medium-sized enterprise finance, credit risk analysis, big data, bank account information, deposits, withdrawals, conventional, internal ratings, accuracy, default predictions, small and medium-sized enterprises (SMEs)., All these keywords",https://ideas.repec.org/p/ess/wpaper/id12886.html,http://www.esocialsciences.org/Download/repecDownload.aspx?fname=A2018810164212_29.pdf&fcategory=Articles&AId=12886&fref=repec,RePEc:ess:wpaper:id:12886,"Naoko Nemoto & Naoyuki Yoshino & Yutaka Okubo & Daimei Inaba & Kentaro Yanagisawa, 2018. ""Credit Risk Reduction Effect on Small and Medium- Sized Enterprise Finance Through the Use of Bank Account Information,"" Working Papers id:12886, eSocialSciences.",1
,Building Food Security in Asia through International Agreements on Rice Reserves,Asian Development Bank Institute,"The policy brief aims to mitigate the impact of natural disasters on food security, ASEAN established a rice reserve on 4 October 1979. The rice reserve was developed to alleviate poverty and to eradicate malnourishment in the region without distorting normal trade in the global market. The first five ASEAN members signed the AFSR Agreement creating the ASEAN Emergency Rice Reserve (AERR). The AFSR Agreement entered into force""”that is, became legally binding""”on 24 July 1980 (Article IX.3).","eSS, food security, Asia, International Agreements, Rice Reserves, natural disasters, ASEAN, poverty, malnourishment, trade, global market, ASEAN members, AFSR Agreement., All these keywords",https://ideas.repec.org/p/ess/wpaper/id12885.html,http://www.esocialsciences.org/Download/repecDownload.aspx?fname=A2018810163237_29.pdf&fcategory=Articles&AId=12885&fref=repec,RePEc:ess:wpaper:id:12885,"Asian Development Bank Institute, 2018. ""Building Food Security in Asia through International Agreements on Rice Reserves,"" Working Papers id:12885, eSocialSciences.",1
,Pendency of Cases in the Judiciary,Roshni Sinha,"Pendency of cases across courts in India has increased in the last decade. In this note, here, data related to pendency of cases and vacancy of judges in the Supreme Court, High Courts, and subordinate courts. [PRS vital Stats]","judiciary, cases, subordinate courts, Supreme Court, high court, district courts, pendency, criminal cases, civil, Andhra Pradesh and Telangana, judges, Calcutta, Karnataka, trials, convicts, All these keywords",https://ideas.repec.org/p/ess/wpaper/id12884.html,http://www.esocialsciences.org/Download/repecDownload.aspx?fname=A20188813211_20.pdf&fcategory=Articles&AId=12884&fref=repec,RePEc:ess:wpaper:id:12884,"Roshni Sinha, 2018. ""Pendency of Cases in the Judiciary,"" Working Papers id:12884, eSocialSciences.",1
,Drivers of Student Performance: Evidence from Higher Secondary Public Schools in Delhi,"Deepti Goel, Bidisha Barooah","The role of teachers and students in the formation of test scores at the higher secondary level (grade 12) in public schools in Delhi, India is analysed. Using the value added approach, we find substantial variation in teacher and student quality within schools: over the period spanning grades 11 and 12, being taught by a one standard deviation better than average teacher raises test scores by 0.373 standard deviation; and being a one standard deviation better than average student raises it by 0.799 standard deviation. Being permanent (tenured) positively predicts teacher effectiveness, while educational qualifications, training, experience and personality traits have no predictive power. Relative to families where only fathers earn, those where both parents earn negatively predict student effectiveness, while religion, caste and parents' education have no predictive power.","teachers, students, test scores, secondary level, public schools, Delhi, India, value added approach, quality, standard deviation, effectiveness, religion, caste, parents' education, fathers earn, parents, All these keywords",https://ideas.repec.org/p/ess/wpaper/id12881.html,http://www.esocialsciences.org/Download/repecDownload.aspx?fname=A201881131510_20.pdf&fcategory=Articles&AId=12881&fref=repec,RePEc:ess:wpaper:id:12881,"Deepti Goel & Bidisha Barooah, 2018. ""Drivers of Student Performance: Evidence from Higher Secondary Public Schools in Delhi,"" Working Papers id:12881, eSocialSciences.",1
